,trip_distance
747,3.601305900606765
748,3.4842193318756625
749,3.486220501271281
750,3.39082401742197
751,3.5631885638985743
752,3.4530799116370625
753,19.896731950775642
754,19.96312086220393
755,19.830134182354975
756,19.838729798910506
757,19.85515828091741
758,19.873971996015637
759,19.90834170029134
760,19.91686557238336
761,19.916857138240402
762,5.477851707586385
763,5.304005062514721
764,5.224827229082397
765,5.25446417463387
766,5.421964167376843
767,5.132113160569685
768,5.277244242030175
769,5.313612677856526
770,5.2881416711524585
771,5.416897228935963
772,5.28188093831746
773,5.420332143060584
774,5.39650424716094
775,5.280756784956206
776,5.282691751094143
777,5.206650360549228
778,5.420815939442514
779,5.146267691429947
780,5.311468474241902
781,5.282164771347794
782,5.479481817371727
783,5.277052376308352
784,16.82682420625865
785,16.670883656688023
787,3.6499282849063066
788,3.7224811875329116
789,3.67755321380616
790,3.761270860915551
791,3.5569551506212442
792,3.884019317110042
793,3.717356945324674
794,3.6116399584411703
795,3.739419269354405
796,3.63338750729487
797,3.708050898993549
798,3.512336846805856
799,3.7382252025184015
800,3.6406950232532824
801,3.6780903869060166
802,3.8382860584715717
803,3.7309540582314233
804,3.568784099886055
805,3.7073740561077133
806,3.665671796422562
807,3.794210920605269
808,3.6796059814116813
809,3.8005788119104764
810,3.068410879365485
811,3.0852739639060855
812,2.9465946339430724
813,3.0066793847679762
814,3.0602170288646233
815,3.1676372944856173
816,3.0643176051122474
817,3.0237567847612077
818,3.0753618756246883
819,3.1200907585234137
820,3.084619265737799
821,3.141024155736854
822,3.0531644185553963
823,3.2349846609019655
824,3.0277330748185287
825,2.3015347303082883
826,2.3522955495184243
827,2.445882931620957
828,2.4113496163732573
829,2.2429244690025993
830,21.345494214583603
831,21.252673259620533
832,21.1872144740402
833,21.288612780148544
834,21.145308312060493
835,21.1413887614253
836,21.147414858156644
837,21.14397797514663
838,21.262580357206883
839,21.242565784183913
840,1.40996126405653
841,1.348505456851894
842,1.1815557937447019
843,1.488358135479796
844,1.3084446761293227
845,1.2350692885564793
846,1.2938604638906896
847,1.1969844928659408
848,1.437253499287137
849,1.2124734539007322
850,1.4229296899607276
851,1.2598010476473136
852,1.3687813405933003
853,1.350744679896959
854,1.342042708169149
855,1.3191165374457372
856,1.334516119484705
857,1.3285704306368522
858,1.244692007003985
859,1.3028326753574218
860,1.1579361277070646
861,1.2439914287236642
862,1.3161784291723038
863,1.229556913416394
864,2.796141660276294
865,3.572467924216488
866,3.699641529962204
867,3.605824159672452
868,3.466735838334806
869,3.6024840672646725
870,3.563906286094609
871,3.47650610870634
872,3.640647454897285
873,3.4829629475268202
874,3.5636838952340875
875,3.6523407661116822
876,3.7961041254466292
877,3.623414842756833
878,3.6146441403771528
879,3.7574492878869004
880,3.662829598351515
881,3.66679959520561
882,3.548060567518773
883,3.7067437954856546
884,3.7239396653275256
885,3.6844192094018497
886,3.6351112306545104
887,12.230904572570093
888,12.208481961949463
889,12.20137255168811
890,12.228418070186914
891,12.365958048938456
892,12.287034506962602
893,12.164288461194635
894,12.165474006985557
895,12.259908786873138
896,12.291642551253577
897,12.171266599384463
903,1.3112618093122406
904,1.2883158983160214
905,1.193586119863763
906,1.3456766661467312
907,1.2111391823427895
908,6.977941991801382
909,7.0560985088148165
910,7.093396906641228
911,7.107211817485694
912,7.171890915566439
913,6.920340954685711
914,7.1071425756254065
915,6.997714462134468
916,7.057640300298089
917,7.026552925952697
918,7.082982259677679
919,7.153279015493094
920,7.197636979749464
921,7.247488442669524
922,6.996587552761388
923,7.099172226228026
924,6.975422670217736
925,7.153457595847052
926,7.142214159695757
927,7.10513937726934
928,7.152240851624677
929,7.186796027299151
930,7.0085083972565005
931,6.957951873866174
932,7.184984981169983
933,7.087228345310213
934,6.909749729416101
935,7.086966784761089
936,7.212795074852233
937,7.1428301882630505
938,7.1458336510566305
939,7.044155226155534
940,7.190495919413988
941,7.069551282003327
942,11.974513246331961
943,11.768042144883708
944,44.23515999002722
945,44.274551219796216
946,44.27862829149865
947,55.423039261683684
948,5.752011697694713
949,5.775153451982091
950,5.698176448806003
951,5.69220447749655
952,5.892353501847061
953,5.91463417197073
954,5.932473903881243
955,5.7766396855528805
956,5.721419755930998
957,5.7816951395179625
958,5.935389917370081
959,5.607763951832734
960,5.821295599172916
961,5.909758403165722
962,5.738367140374656
969,5.057147556237381
970,6.621079307672372
971,1.9010187368607532
972,2.089788392301269
973,1.8747287043350949
974,1.9619038670236106
975,1.9603858798786795
976,1.9045027845250762
977,1.8523032695774047
978,1.9543276265802394
979,2.0593638443893423
980,1.9840514792497996
981,2.0517390435871286
982,2.016647970891879
983,1.9197312151062433
984,2.0310130569715072
985,1.9975555927865414
986,1.946984393146265
987,1.9200193095732956
988,1.9862456858695148
989,1.9196287092250184
990,1.9956576655316818
991,1.9943021103705834
992,1.9646902607078294
993,2.026323389722834
994,1.9632279378444664
995,2.0325011293138844
996,1.9492283991175055
997,1.8044717341430745
998,1.9487701007544347
999,2.0626552419667563
1000,2.0857594748179875
1001,1.911957733338874
1002,1.920725437616625
1003,1.9560268481972702
1004,1.9592270392353768
1005,2.120598665627969
1006,2.0024409367151415
1007,1.94283290544321
1008,1.9707704381760658
1009,2.1357262324632256
1010,1.9941223390104856
1011,1.9310755980761563
1012,2.0260696382916725
1013,1.955359087263533
1014,1.9328451597446399
1015,1.9345028898624756
1016,1.876244099338856
1017,1.9527373971566389
1018,1.9594625802069414
1019,1.963979841721105
1020,1.9551221282990359
1021,1.9617255625054932
1022,1.9757027367638214
1023,1.9755101739741703
1024,1.9603931285490486
1025,1.976998580571578
1026,1.8787859983290858
1027,2.0662135064260765
1028,2.0504940081972896
1029,14.413126517499984
1030,14.3348115909265
1031,3.546110081603221
1032,3.6547855358241255
1033,3.423969689805008
1034,3.3508406842654748
1045,8.639498902395315
1046,8.771725161408925
1047,8.65625491686347
1048,8.614539982001409
1049,8.557192323573233
1050,8.69177945537924
1051,8.81914005206789
1052,8.54852703272644
1053,8.644460913880737
1054,8.719431802886875
1058,1.7469135887650937
1059,1.6829585597300218
1060,1.673292326488914
1061,1.8712333190120713
1062,1.8110271531132116
1063,1.7414713310834287
1064,1.7464146713567845
1065,1.7777510332121957
1066,1.7472213533579442
1067,1.6812742008634127
1068,1.6934570412225995
1069,1.7532488058583247
1070,1.7224661644764707
1071,1.7137934616190524
1072,1.7149911766692247
1073,1.7652969741390585
1074,1.8322290047658958
1075,1.663270485709622
1076,1.760670827878953
1077,1.7538045453691626
1078,1.8090911809669528
1079,1.7572476897534155
1095,2.6399397327369245
1096,2.6461726108323798
1097,2.6687460954937463
1098,2.623481143829303
1099,2.5996900474262468
1100,2.520293311556918
1101,2.4034539560934394
1102,2.517991898236818
1103,2.5949989606629518
1104,2.559089244097388
1105,2.597797476919615
1107,1.8315250084360215
1108,1.9019975616774722
1109,2.1041318056367353
1110,1.986153770571367
1111,1.9461571990565536
1112,1.9184668031025909
1113,2.0121250432096054
1114,1.9163782779888232
1115,1.8517938886257483
1116,2.029511135332208
1117,2.0310969564183874
1118,1.9612146611160324
1119,1.8744290276739939
1120,1.9202976280819863
1121,1.8464111224126944
1122,1.8832637341612006
1123,1.8017310439791656
1124,1.8254552191894682
1125,1.1742056093873945
1126,1.6865790020749705
1127,1.8046997636582245
1128,1.7940561058802533
1129,1.7353328814850535
1130,1.565779172748442
1131,1.8226506845068444
1132,1.6710541104365937
1133,1.656965857805272
1134,1.591028213104613
1135,1.7690716684442385
1140,1.8219301541437898
1141,1.8330180179992248
1142,1.7762367699088113
1143,1.7505208869157272
1144,1.755956745856149
1145,1.8129943089215843
1146,1.7870462683483863
1147,1.7629565086343184
1148,1.823944852022242
1149,1.8180085086626856
1150,1.783900286151564
1151,1.7447117594369579
1152,1.9007226510095476
1153,1.767503824153939
1154,1.6357891878649802
1155,1.8120900786991008
1156,1.8991505336932633
1157,1.6901588930015263
1158,1.8805608878238445
1159,8.264447431418384
1160,8.373210236625658
1161,8.435761295913922
1162,2.374947505703462
1163,2.2730356674246512
1164,2.5056072204975455
1165,2.3207831654670166
1166,2.4307486385894572
1167,2.3118750919555078
1168,2.4152248634391804
1169,2.4151136149544548
1170,2.3099764527068847
1171,2.5236571238308656
1172,2.3344018054792572
1173,2.2744458387957183
1174,2.4211499335622366
1175,2.4230573280516756
1176,15.235590482656033
1177,15.340723394732102
1184,0.8250003066121654
1185,0.944900197513633
1186,0.8826666928473376
1187,0.8253140381571882
1188,0.8349839407115962
1189,0.8251663821250205
1190,0.8783427884062318
1191,0.7277769478552862
1192,0.7635067406954368
1193,1.0170690267410343
1196,1.3999891292605526
1197,1.33854801960861
1198,1.4325909520388735
1199,1.4892813081159098
1200,1.6095746237821125
1203,7.3771687306844465
1207,0.5939036833928745
1208,0.6146117284184223
1209,0.6634707634379229
1210,0.6896836099545521
1211,0.6036670929689615
1212,0.6761033838005032
1213,0.6424739238903984
1214,0.7837764251300647
1215,0.6674286942293657
1216,0.8372497687993293
1217,0.6877682303282904
1218,0.4987263061406308
1219,0.6600523502735806
1220,0.7112055431022438
1221,0.6826456022878086
1222,0.6510508869938411
1234,52.103980346192856
1235,2.1186908177984707
1236,2.051742644121683
1237,2.059629914916847
1238,2.1669444803499642
1239,2.075829772833598
1240,0.7232731193404921
1241,0.704914270166859
1242,0.7071841364826397
1243,0.6342171425839487
1244,0.9904964472675984
1245,0.7416420447794707
1246,0.8111950470456802
1247,0.8291501652999397
1248,0.7047333249190857
1249,0.725431831537399
1250,0.8442985533194327
1251,0.8302687704531068
1252,0.8606863864949457
1253,0.8499879878154517
1254,0.7405417399257838
1255,0.8263431773510459
1256,0.8376781821058958
1257,0.9320312631148997
1258,0.8091780859673833
1259,0.9629541704013338
1260,0.7365633146463771
1261,0.8804500719923691
1262,0.819941304708244
1263,0.7762351471641871
1264,0.8092275802692402
1265,0.7054541222835474
1266,0.8181033231729902
1267,0.8363590144698203
1268,0.9233758403083774
1269,4.119873101330717
1270,3.9389473618625845
1271,4.164324109799712
1272,4.035313730957943
1273,4.017825880247181
1274,3.984629252788837
1275,3.934613600993239
1276,5.961879182845763
1277,5.929457227322095
1278,5.920421137722799
1279,5.81194153310191
1280,5.86830818178564
1281,5.875569019275566
1282,5.908922318294274
1283,5.997539065770619
1284,6.016787853315646
1285,5.9462400833053595
1286,5.964988108515169
1287,5.9408883155266325
1288,6.087641180638816
1289,5.916543550498516
1290,5.917338140550531
1291,5.863285710720784
1292,5.9550307056275935
1293,6.061908443443633
1294,6.0052355507215704
1295,6.12063205688672
1296,5.868736901876431
1297,5.970653892567691
1298,5.878984879776555
1299,5.8375988617534755
1300,1.338332740803219
1301,1.368209252629005
1302,1.3292452288364864
1303,1.3217880439922016
1304,1.2662852675660057
1305,1.3585069774053615
1306,3.916744640829508
1307,3.957616140955548
1308,3.9493910497318248
1309,3.9843390453373
1310,3.85574058158368
1311,3.9656532192570704
1312,3.9541799464510174
1313,3.7657586583115075
1314,4.027178946210913
1315,3.7470791529864345
1316,3.79047588746449
1317,3.745351946429683
1318,3.8609379333311806
1319,4.027504293609003
1320,3.777716460664875
1321,3.823772884162465
1322,3.9149731851121268
1324,6.075485946938669
1325,6.1929511337698555
1326,6.121587571510424
1327,6.156384801616325
1328,6.163355742199812
1329,6.060577659850133
1330,6.182935062397541
1331,6.008148256140812
1332,6.126658251062899
1333,6.081032054900375
1334,6.022222874385137
1335,6.119427474134968
1336,6.081316904235706
1337,6.221156841711374
1338,6.065108113781123
1339,6.112771115256844
1340,6.044859987168408
1341,5.923765015827162
1342,6.108430805674248
1343,3.0182729315317043
1344,2.9361553616202216
1345,2.900250747318506
1346,2.948286480202495
1347,2.964518017884747
1348,4.65816049264047
1349,4.816292355398015
1350,4.892581926098098
1351,4.840852234531673
1352,4.739571228309087
1353,4.737023680462621
1354,4.774718737968471
1355,4.857894685493059
1356,4.9465761520397
1357,4.87377227875253
1358,4.8641604007605395
1359,4.838877055538413
1360,4.863972142372274
1361,4.869552816890845
1362,4.91157365390359
1363,4.750358304683194
1364,4.959743463939918
1365,4.841085076131502
1366,4.8767764052213085
1368,9.798794024656637
1369,4.984371878973051
1370,5.076910156421982
1371,4.999101661235249
1372,5.008664881991155
1373,5.197045088678014
1374,4.972580699672534
1375,5.107683919016425
1376,5.099921675891171
1377,5.096693917137134
1378,5.0105018331643665
1379,1.122445388876759
1380,1.1293869227317421
1381,1.0696647333174083
1382,0.9257132656210731
1383,0.9612494845566308
1384,1.1079478045242594
1385,1.1023511981864504
1386,1.0290721443622393
1387,1.1112160744991226
1388,1.1925695430763326
1389,1.0904956054505588
1390,1.1075820312932783
1391,1.102232251860282
1392,1.0685063041573397
1393,1.1866875828131573
1394,1.1504999279400918
1395,1.141258474091987
1396,1.1594125674285212
1397,1.2828045649813076
1398,24.601417549057487
1399,6.048698213551006
1400,5.874088769183639
1401,6.06884382219767
1402,6.167337000251417
1403,6.053907943355367
1404,6.055961292455547
1405,6.071638944829494
1406,5.947367170313193
1407,6.0394759917426635
1408,6.1140165436459215
1409,6.058176366729992
1410,6.04550476828408
1411,5.948005677249314
1412,6.153532116375492
1413,6.051594374555109
1414,6.227994247570395
1416,4.914613500508076
1417,5.034405803085842
1418,4.841784881311859
1419,2.9575678522654933
1420,3.033442230839901
1421,3.1329005459680954
1422,3.0419608883433567
1423,3.1430044207633854
1424,3.0602759230351553
1425,3.0625727967665535
1426,3.116249962334431
1427,3.071991360814159
1428,2.9121147081045278
1429,2.9276265739523826
1430,3.195187929770859
1431,3.0284670384493055
1432,2.9818899075979783
1433,3.221258943264918
1434,2.9949838255117234
1435,3.21408339898921
1436,14.259257394505402
1437,14.268033257974038
1438,5.285641966722292
1439,1.7904851049121562
1440,1.7965590420260156
1441,1.6768224298356047
1442,1.7346133188883996
1443,1.9455232137376308
1444,1.7969251623076115
1445,1.8007921212630427
1446,1.5972333788127668
1447,1.6506278288848941
1448,1.7307517153551686
1449,1.6692272922355929
1450,1.6148150071473482
1451,11.187520932042537
1452,4.947719992660535
1453,4.894261247868205
